# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.04206e-05 to 742.666 h/Mpc,
# number of wavenumbers equal to 414
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_ur                  13:t_tot              
       3.449135606481e-02      -5.520462334318e-01      -3.812457378066e+01      -5.686922665631e+01      -2.963117733692e-01      -5.392949354637e+01      -5.239970033957e+01       2.345966952628e-01       2.346086517757e-01      -6.622199434212e-02      -4.300200254003e-03      -6.911134926705e-02      -3.188658435812e-03 
       3.610526155244e-02      -6.141587199521e-01      -3.921567650276e+01      -5.980425637729e+01      -2.454536291209e-01      -5.657481460893e+01      -5.497011164123e+01       2.245875983947e-01       2.245927127654e-01      -7.150279887016e-02      -4.653177151780e-03      -7.165766119050e-02      -3.398387144757e-03 
       3.778732039186e-02      -4.925135061925e-01      -4.040504470989e+01      -6.281930636694e+01      -2.731640067791e-01      -5.930297555245e+01      -5.761887634984e+01       2.149118430037e-01       2.149166457530e-01      -7.722515832175e-02      -4.981757587180e-03      -7.437997969144e-02      -3.617546678544e-03 
       3.953678793880e-02      -2.781510468724e-01      -4.175279678387e+01      -6.591859281214e+01      -2.998512651642e-01      -6.212697249650e+01      -6.035919510768e+01       2.056436034198e-01       2.056501762952e-01      -8.067039703215e-02      -5.270732525532e-03      -7.871199930760e-02      -3.805196325799e-03 
       4.135178632167e-02      -1.596192635467e-01      -4.332719238116e+01      -6.910792428850e+01      -2.503570660328e-01      -6.506242463158e+01      -6.320853698508e+01       1.968555493084e-01       1.968595272246e-01      -8.237628627842e-02      -5.504022189709e-03      -8.315508421006e-02      -3.946982130380e-03 
       4.322938920083e-02      -1.811614296804e-01      -4.520038378414e+01      -7.239466185643e+01      -2.085814778993e-01      -6.812687353795e+01      -6.618569536707e+01       1.886050441048e-01       1.886032868160e-01      -8.511897515454e-02      -5.666038751635e-03      -8.617530393099e-02      -4.078674385595e-03 
       4.516590652002e-02      -2.521580115892e-01      -4.744215449973e+01      -7.578724005616e+01      -2.371002130218e-01      -7.133839597161e+01      -6.930742740000e+01       1.809240259251e-01       1.809209258688e-01      -8.950653854802e-02      -5.743329909031e-03      -8.966181951862e-02      -4.241605180695e-03 
       4.715733303723e-02      -2.758760610108e-01      -5.011197440730e+01      -7.929464119775e+01      -2.533388329043e-01      -7.471391277526e+01      -7.258761059901e+01       1.738145743433e-01       1.738153543606e-01      -9.412233549664e-02      -5.726641457615e-03      -9.478570276041e-02      -4.420857426284e-03 
       4.919986312654e-02      -3.093395914395e-01      -5.325606507580e+01      -8.292611295911e+01      -1.963914935987e-01      -7.826848871210e+01      -7.604104849828e+01       1.672760150127e-01       1.672784029745e-01      -9.875683802187e-02      -5.611246962258e-03      -9.965294557077e-02      -4.581658811397e-03 
       5.129035122028e-02      -2.074174955866e-01      -5.689161586120e+01      -8.668845115908e+01      -2.070725276301e-01      -8.201056359513e+01      -7.967513909793e+01       1.612606998679e-01       1.612606998679e-01      -1.036495749676e-01      -5.400664790221e-03      -1.036490186275e-01      -4.720255948443e-03 
       5.342662550051e-02      -2.006746444389e-01      -6.100811463717e+01      -9.058471374111e+01      -2.003399672538e-01      -8.594107528827e+01      -8.349370721252e+01       1.557435246441e-01       1.557435246441e-01      -1.085282592617e-01      -5.105069992332e-03      -1.085277172747e-01      -4.859323160420e-03 
       5.560762206593e-02      -1.944528443602e-01      -6.556368997674e+01      -9.461430687031e+01      -1.941275964319e-01      -9.005295775531e+01      -8.748847636614e+01       1.506430742032e-01       1.506430742032e-01      -1.136252440456e-01      -4.742718733047e-03      -1.136247150656e-01      -4.996521064551e-03 
       5.783336306677e-02      -1.886387969938e-01      -7.048106480417e+01      -9.877076431787e+01      -1.883223594356e-01      -9.432863293176e+01      -9.164235552825e+01       1.458821222227e-01       1.458821222227e-01      -1.189220931811e-01      -4.339507484227e-03      -1.189215763686e-01      -5.135070041209e-03 
       6.010483232078e-02      -1.831141451465e-01      -7.564847577104e+01      -1.030409692364e+02      -1.828061466752e-01      -9.873949862584e+01      -9.592754474568e+01       1.413785642553e-01       1.413785642553e-01      -1.243874190439e-01      -3.928258079741e-03      -1.243869140663e-01      -5.278749458029e-03 
       6.242380427240e-02      -1.777613591490e-01      -8.092256280666e+01      -1.074041464621e+02      -1.774616671925e-01      -1.032455324494e+02      -1.003051510859e+02       1.370498609927e-01       1.370498609927e-01      -1.299763621314e-01      -3.547277250638e-03      -1.299758691335e-01      -5.431660397163e-03 
       6.479266835207e-02      -1.724701885116e-01      -8.613298985861e+01      -1.118319759753e+02      -1.721788875833e-01      -1.077961129154e+02      -1.047259868706e+02       1.328176695338e-01       1.328176695338e-01      -1.356314590455e-01      -3.238710102374e-03      -1.356309785963e-01      -5.598009484769e-03 
       6.721427313807e-02      -1.671446276316e-01      -9.109119368599e+01      -1.162896428719e+02      -1.668619849513e-01      -1.123322783086e+02      -1.091327647712e+02       1.286124531078e-01       1.286124531078e-01      -1.412850202166e-01      -3.045963628410e-03      -1.412845532303e-01      -5.781808935519e-03 
       6.969180033090e-02      -1.617076638642e-01      -9.560076881269e+01      -1.207372740633e+02      -1.614340858646e-01      -1.167895687203e+02      -1.134628592070e+02       1.243768043643e-01       1.243768043643e-01      -1.468622826125e-01      -3.010837632521e-03      -1.468618302525e-01      -5.986561611340e-03 
       7.222866943879e-02      -1.561066267930e-01      -9.947401194198e+01      -1.251324311104e+02      -1.558426051892e-01      -1.211027257101e+02      -1.176528725600e+02       1.200689924366e-01       1.200689924366e-01      -1.522866221836e-01      -3.169206008859e-03      -1.522861857448e-01      -6.214804491945e-03 
       7.482846949272e-02      -1.503164581396e-01      -1.025489026556e+02      -1.294335379545e+02      -1.500625102898e-01      -1.252112489333e+02      -1.216440334791e+02       1.156654034647e-01       1.156654034647e-01      -1.574859416253e-01      -3.547093731445e-03      -1.574855224070e-01      -6.467756196704e-03 
       7.749491251680e-02      -1.443424286351e-01      -1.047105117470e+02      -1.336042349883e+02      -1.440990330475e-01      -1.290664291013e+02      -1.253890294012e+02       1.111625822990e-01       1.111625822990e-01      -1.624008019910e-01      -4.155930312663e-03      -1.624004011611e-01      -6.744905756015e-03 
       8.023180350846e-02      -1.382204444774e-01      -1.059113612491e+02      -1.376182164465e+02      -1.379879768441e-01      -1.326386240078e+02      -1.288590748041e+02       1.065777737480e-01       1.065777737480e-01      -1.669929776364e-01      -4.988495238994e-03      -1.669925960989e-01      -7.043721927549e-03 
       8.304302241959e-02      -1.320161559484e-01      -1.061930748454e+02      -1.414645760193e+02      -1.317948280646e-01      -1.359251657357e+02      -1.320515925219e+02       1.019486550116e-01       1.019486550116e-01      -1.712548354518e-01      -6.014925305523e-03      -1.712544737223e-01      -7.359402898508e-03 
       8.593251455879e-02      -1.258201981233e-01      -1.056997697787e+02      -1.451522763234e+02      -1.256100084316e-01      -1.389562325903e+02      -1.349959172182e+02       9.733056100600e-02       9.733056100600e-02      -1.752165298122e-01      -7.181344569661e-03      -1.752161879208e-01      -7.684940168273e-03 
       8.890428671088e-02      -1.197425662756e-01      -1.046881357906e+02      -1.487143763922e+02      -1.195432635423e-01      -1.417999966599e+02      -1.377582951090e+02       9.279305772911e-02       9.279305772911e-02      -1.789524473753e-01      -8.409510618608e-03      -1.789521247993e-01      -8.011307818740e-03 
       9.196240700056e-02      -1.139020940742e-01      -1.035195414456e+02      -1.522089454347e+02      -1.137131648948e-01      -1.445621555180e+02      -1.404414273192e+02       8.841321139559e-02       8.841321139559e-02      -1.825812430288e-01      -9.601198055154e-03      -1.825809386777e-01      -8.328126471744e-03 
       9.511100709778e-02      -1.084156607016e-01      -1.026416670589e+02      -1.557180514525e+02      -1.082363410151e-01      -1.473821958921e+02      -1.431808384984e+02       8.426850913024e-02       8.426850913024e-02      -1.862620633409e-01      -1.064494432884e-02      -1.862617755936e-01      -8.624540810192e-03 
       9.835428579040e-02      -1.033844863553e-01      -1.025485091352e+02      -1.593418910946e+02      -1.032138026967e-01      -1.504221645224e+02      -1.461339660296e+02       8.042773339118e-02       8.042773339118e-02      -1.901820608829e-01      -1.142776784238e-02      -1.901817876878e-01      -8.890520724022e-03 
       1.016965132631e-01      -9.888049394349e-02      -1.037223744705e+02      -1.631887567205e+02      -9.871733330065e-02      -1.538491008182e+02      -1.494630919818e+02       7.694177761238e-02       7.694177761238e-02      -1.945365133812e-01      -1.185035357547e-02      -1.945362524162e-01      -9.118408072704e-03 
       1.051420356474e-01      -9.493379178907e-02      -1.065588842206e+02      -1.673601689054e+02      -9.477699691192e-02      -1.578107251928e+02      -1.533117234376e+02       7.383495451656e-02       7.383495451656e-02      -1.995008025522e-01      -1.184485015172e-02      -1.995005514352e-01      -9.304551597354e-03 
       1.086952795687e-01      -9.152537402635e-02      -1.112901593101e+02      -1.719347536136e+02      -9.137385215396e-02      -1.624097828778e+02      -1.577796674655e+02       7.109974178530e-02       7.109974178530e-02      -2.052007138593e-01      -1.139192127230e-02      -2.052004703844e-01      -9.450765887085e-03 
       1.123607565326e-01      -8.858312957437e-02      -1.179041997104e+02      -1.769490189510e+02      -8.843596670858e-02      -1.676751758908e+02      -1.628949864925e+02       6.869350548426e-02       6.869350548426e-02      -2.116785094980e-01      -1.053641375471e-02      -2.116782718781e-01      -9.565422035120e-03 
       1.161430670746e-01      -8.598704692213e-02      -1.260934002055e+02      -1.823819542940e+02      -8.584360752036e-02      -1.735408926704e+02      -1.685935303340e+02       6.654118635098e-02       6.654118635098e-02      -2.188674908878e-01      -9.394089233777e-03      -2.188672579603e-01      -9.663507178123e-03 
       1.200469046580e-01      -8.358148462765e-02      -1.352389121986e+02      -1.881449227638e+02      -8.344148171028e-02      -1.798350296063e+02      -1.747082732591e+02       6.454264929106e-02       6.454264929106e-02      -2.265777311145e-01      -8.148240204727e-03      -2.265775024791e-01      -9.765575597735e-03 
       1.240770593490e-01      -8.119596199644e-02      -1.444568576763e+02      -1.940830811409e+02      -8.105947959005e-02      -1.862882443384e+02      -1.809775297281e+02       6.258584085592e-02       6.258584085592e-02      -2.345040534866e-01      -7.030681173147e-03      -2.345038295369e-01      -9.895175695887e-03 
       1.282384213322e-01      -7.867156343156e-02      -1.527117459719e+02      -1.999917843419e+02      -7.853902064168e-02      -1.925653959642e+02      -1.870756962118e+02       6.056403464723e-02       6.056403464723e-02      -2.422610779620e-01      -6.288006837709e-03      -2.422608597910e-01      -1.007506935117e-02 
       1.325359843558e-01      -7.589008162609e-02      -1.590011651330e+02      -2.056504172490e+02      -7.576213406877e-02      -1.983230711977e+02      -1.926691407350e+02       5.839528845844e-02       5.839528845844e-02      -2.494487770629e-01      -6.133536776736e-03      -2.494485662363e-01      -1.032243667612e-02 
       1.369748492171e-01      -7.279922341005e-02      -1.625832693748e+02      -2.108696017117e+02      -7.267661303411e-02      -2.032851081940e+02      -1.974895757891e+02       5.603965397012e-02       5.603965397012e-02      -2.557396444458e-01      -6.694021135944e-03      -2.557394426697e-01      -1.064410283783e-02 
       1.415602274176e-01      -6.942780690126e-02      -1.632079570174e+02      -2.155431158199e+02      -6.931118335015e-02      -2.073226736023e+02      -2.014118529152e+02       5.351003591404e-02       5.351003591404e-02      -2.609720687622e-01      -7.960880444710e-03      -2.609718774974e-01      -1.103268396720e-02 
       1.462974451322e-01      -6.588440818308e-02      -1.612796514863e+02      -2.196907143968e+02      -6.577415872116e-02      -2.105159282613e+02      -2.045138684086e+02       5.087235790352e-02       5.087235790352e-02      -2.652236594016e-01      -9.764012326072e-03      -2.652234795053e-01      -1.146538936064e-02 
       1.511919476512e-01      -6.233814205017e-02      -1.578923886294e+02      -2.234790842327e+02      -6.223426859552e-02      -2.131772058299e+02      -2.070990770268e+02       4.823400377109e-02       4.823400377109e-02      -2.688412602338e-01      -1.178049025752e-02      -2.688410917096e-01      -1.190646689157e-02 
       1.562493044673e-01      -5.898266167382e-02      -1.546767912897e+02      -2.272071213493e+02      -5.888474098568e-02      -2.158145702277e+02      -2.096610826200e+02       4.572081453634e-02       4.572081453634e-02      -2.724020994217e-01      -1.358920409372e-02      -2.724019413555e-01      -1.231399960499e-02 
       1.614752151909e-01      -5.598812755390e-02      -1.534471299663e+02      -2.312488590259e+02      -5.589537410276e-02      -2.190282738396e+02      -2.127830419570e+02       4.344675631683e-02       4.344675631683e-02      -2.766006667339e-01      -1.477158734456e-02      -2.766005174508e-01      -1.265087158384e-02 
       1.668755164898e-01      -5.345564867997e-02      -1.556915932997e+02      -2.359493809339e+02      -5.336708013189e-02      -2.233429557636e+02      -2.169746424139e+02       4.148159980926e-02       4.148159980926e-02      -2.820498693426e-01      -1.503171972867e-02      -2.820497267795e-01      -1.289543411764e-02 
       1.724561902605e-01      -5.138210419777e-02      -1.620399924676e+02      -2.415111406286e+02      -5.129676978374e-02      -2.290282067205e+02      -2.224977802321e+02       3.982900576510e-02       3.982900576510e-02      -2.890805076429e-01      -1.431835551863e-02      -2.890803698462e-01      -1.305239991576e-02 
       1.782233732497e-01      -4.965801302354e-02      -1.718947845431e+02      -2.478947238233e+02      -4.957522636436e-02      -2.359569583198e+02      -2.292289896659e+02       3.842121965758e-02       3.842121965758e-02      -2.975646024984e-01      -1.288040459137e-02      -2.975644681190e-01      -1.315457551786e-02 
       1.841833683576e-01      -4.810076159896e-02      -1.834612339591e+02      -2.548211857739e+02      -4.802024856504e-02      -2.436121860024e+02      -2.366659607135e+02       3.714201800440e-02       3.714201800440e-02      -3.069271349213e-01      -1.123540012499e-02      -3.069270035186e-01      -1.325853708692e-02 
       1.903426578665e-01      -4.650456769590e-02      -1.941562540934e+02      -2.617954682818e+02      -4.642650146387e-02      -2.511708617120e+02      -2.440091068411e+02       3.585617554247e-02       3.585617554247e-02      -3.162266306353e-01      -1.002566789241e-02      -3.162265027253e-01      -1.342592296001e-02 
       1.967079188535e-01      -4.469982719096e-02      -2.014066544538e+02      -2.682055003315e+02      -4.462472930650e-02      -2.577128705609e+02      -2.503645333590e+02       3.444760837122e-02       3.444760837122e-02      -3.243865356732e-01      -9.798551074238e-03      -3.243864124828e-01      -1.369892571242e-02 
       2.032860410632e-01      -4.263864350330e-02      -2.038566501034e+02      -2.736762901313e+02      -4.256711346847e-02      -2.627091542331e+02      -2.552182685341e+02       3.287959458953e-02       3.287959458953e-02      -3.307735067645e-01      -1.075521560597e-02      -3.307733896454e-01      -1.408410061055e-02 
       2.100841475335e-01      -4.040998799281e-02      -2.021089469860e+02      -2.782637556376e+02      -4.034240717164e-02      -2.663015062950e+02      -2.587080799315e+02       3.120708137604e-02       3.120708137604e-02      -3.355325678898e-01      -1.262188775804e-02      -3.355324576921e-01      -1.454552448896e-02 
       2.171096182960e-01      -3.819481940613e-02      -1.986598001063e+02      -2.824323327748e+02      -3.813116343390e-02      -2.692735028042e+02      -2.615952266452e+02       2.954617986398e-02       2.954617986398e-02      -3.395492896215e-01      -1.470821586753e-02      -3.395491863067e-01      -1.501219349863e-02 
       2.243701174962e-01      -3.617613297690e-02      -1.968859103692e+02      -2.868230510201e+02      -3.611597560287e-02      -2.726958785505e+02      -2.649199356345e+02       2.801651752261e-02       2.801651752261e-02      -3.440509330455e-01      -1.618719114432e-02      -3.440508357094e-01      -1.540531525535e-02 
       2.318736243191e-01      -3.446866715856e-02      -1.995435973430e+02      -2.920329742807e+02      -3.441134790536e-02      -2.775048693959e+02      -2.695917571310e+02       2.669520673423e-02       2.669520673423e-02      -3.501248415977e-01      -1.648514985131e-02      -3.501247488552e-01      -1.567912479432e-02 
       2.396284681487e-01      -3.306968207210e-02      -2.073135642046e+02      -2.983590264161e+02      -3.301457052669e-02      -2.840576905337e+02      -2.759577134466e+02       2.558555806419e-02       2.558555806419e-02      -3.582189790683e-01      -1.561445566349e-02      -3.582188896383e-01      -1.585236324091e-02 
       2.476433684457e-01      -3.185151075397e-02      -2.181147881903e+02      -3.055022469027e+02      -3.179827148631e-02      -2.917754686872e+02      -2.834554172326e+02       2.460709422139e-02       2.460709422139e-02      -3.676965520187e-01      -1.422208801943e-02      -3.676964652787e-01      -1.599884789742e-02 
       2.559274798980e-01      -3.063256606993e-02      -2.280486366494e+02      -3.126718307264e+02      -3.058125901011e-02      -2.993792330800e+02      -2.908423449327e+02       2.364027936534e-02       2.364027936534e-02      -3.770883744790e-01      -1.327157265766e-02      -3.770882906520e-01      -1.620889608535e-02 
       2.644904434850e-01      -2.928906854562e-02      -2.337310264877e+02      -3.191072436728e+02      -2.924000838798e-02      -3.056963458349e+02      -2.969792847660e+02       2.260137587381e-02       2.260137587381e-02      -3.850284174498e-01      -1.347552358792e-02      -3.850283372823e-01      -1.653878090524e-02 
       2.733424442014e-01      -2.781870275092e-02      -2.344679054979e+02      -3.245100635956e+02      -2.777218796819e-02      -3.103662332530e+02      -3.015159502526e+02       2.148447567573e-02       2.148447567573e-02      -3.910639251434e-01      -1.481304545925e-02      -3.910638493129e-01      -1.696829113481e-02 
       2.824942763192e-01      -2.633410622809e-02      -2.329221848747e+02      -3.292946849763e+02      -2.629017456833e-02      -3.141564767992e+02      -3.051980529324e+02       2.036062027515e-02       2.036062027515e-02      -3.960497268008e-01      -1.649872375208e-02      -3.960496554022e-01      -1.741089476056e-02 
       2.919574172247e-01      -2.498568552078e-02      -2.334505171972e+02      -3.344220557484e+02      -2.494405132490e-02      -3.185614152067e+02      -3.094773373910e+02       1.932939660592e-02       1.932939660592e-02      -4.017148244434e-01      -1.750995734312e-02      -4.017147568856e-01      -1.777713004427e-02 
       3.017441110620e-01      -2.383899367353e-02      -2.387031903959e+02      -3.405537115638e+02      -2.379924118972e-02      -3.245549785621e+02      -3.152999662321e+02       1.843633901151e-02       1.843633901151e-02      -4.092102516036e-01      -1.736439148868e-02      -4.092101870372e-01      -1.803743367848e-02 
       3.118674636481e-01      -2.283560718105e-02      -2.474746595569e+02      -3.475329664809e+02      -2.279745998804e-02      -3.318157324546e+02      -3.223536606665e+02       1.764496190606e-02       1.764496190606e-02      -4.181917138707e-01      -1.651612252745e-02      -4.181916517623e-01      -1.824748228544e-02 
       3.223415504076e-01      -2.185744316485e-02      -2.557670102431e+02      -3.546061519079e+02      -2.182088515161e-02      -3.390804071038e+02      -3.294111584531e+02       1.687850140362e-02       1.687850140362e-02      -4.272194948550e-01      -1.598700639960e-02      -4.272194352339e-01      -1.850752061131e-02 
       3.331815394072e-01      -2.082095391888e-02      -2.602086747216e+02      -3.609494539231e+02      -2.078613951791e-02      -3.451249868582e+02      -3.352833404112e+02       1.607970963875e-02       1.607970963875e-02      -4.348558301397e-01      -1.645442750727e-02      -4.348557733820e-01      -1.886579443074e-02 
       3.444038319698e-01      -1.975209317205e-02      -2.613417090329e+02      -3.665806352088e+02      -1.971910846701e-02      -3.500495863035e+02      -3.400674723728e+02       1.526360707681e-02       1.526360707681e-02      -4.411895747899e-01      -1.762330354992e-02      -4.411895211075e-01      -1.928104387636e-02 
       3.560262238099e-01      -1.873909136812e-02      -2.629019057328e+02      -3.722176156582e+02      -1.870782590106e-02      -3.550461703825e+02      -3.449215411803e+02       1.448719547189e-02       1.448719547189e-02      -4.475810496476e-01      -1.853684502632e-02      -4.475809988244e-01      -1.965986966453e-02 
       3.680680901694e-01      -1.783929228513e-02      -2.678851146039e+02      -3.785794924641e+02      -1.780951742172e-02      -3.611914701956e+02      -3.508915790752e+02       1.378937308726e-02       1.378937308726e-02      -4.552937495764e-01      -1.859784049198e-02      -4.552937011535e-01      -1.995958181217e-02 
       3.805505990426e-01      -1.702087092313e-02      -2.752284498888e+02      -3.855441667288e+02      -1.699243459039e-02      -3.682156105593e+02      -3.577154009129e+02       1.315045145202e-02       1.315045145202e-02      -4.640423081963e-01      -1.821049767061e-02      -4.640422618896e-01      -2.023053487781e-02 
       3.934969572568e-01      -1.621244503613e-02      -2.813209779905e+02      -3.923639150174e+02      -1.618534982410e-02      -3.749211145933e+02      -3.642296687325e+02       1.252334509019e-02       1.252334509019e-02      -4.724478923996e-01      -1.824717439060e-02      -4.724478482549e-01      -2.055266763135e-02 
       4.069326948959e-01      -1.539255013219e-02      -2.846754885466e+02      -3.986857167021e+02      -1.536683875487e-02      -3.807768008523e+02      -3.699183473190e+02       1.189291851295e-02       1.189291851295e-02      -4.798825548713e-01      -1.894381895947e-02      -4.798825130104e-01      -2.093799654703e-02 
       4.208859942806e-01      -1.459971454849e-02      -2.875509467045e+02      -4.048918496306e+02      -1.457534045544e-02      -3.864597370246e+02      -3.754392029181e+02       1.128335799953e-02       1.128335799953e-02      -4.871065805845e-01      -1.966180975954e-02      -4.871065409296e-01      -2.131861887655e-02 
       4.353880703627e-01      -1.386816030598e-02      -2.924718669697e+02      -4.114929383930e+02      -1.384500378768e-02      -3.927968917069e+02      -3.815956258584e+02       1.071711738704e-02       1.071711738704e-02      -4.950752961988e-01      -1.985044644306e-02      -4.950752585165e-01      -2.164726865859e-02 
       4.504736098127e-01      -1.318519649387e-02      -2.987342408601e+02      -4.185011015668e+02      -1.316317040773e-02      -3.996878948115e+02      -3.882901053445e+02       1.018697454183e-02       1.018697454183e-02      -5.037052229349e-01      -1.981293842735e-02      -5.037051870700e-01      -2.196663683778e-02 
       4.661812760344e-01      -1.251568945973e-02      -3.038349401566e+02      -4.254044320308e+02      -1.249478174492e-02      -4.063080560644e+02      -3.947214643977e+02       9.669603262649e-03       9.669603262649e-03      -5.120456394019e-01      -2.013199188664e-02      -5.120456053576e-01      -2.232900101486e-02 
       4.825542864426e-01      -1.185800061499e-02      -3.077034553061e+02      -4.320701827026e+02      -1.183819787467e-02      -4.125344038297e+02      -4.007702391455e+02       9.162851285192e-03       9.162851285192e-03      -5.199295358877e-01      -2.071133045616e-02      -5.199295036563e-01      -2.271351717550e-02 
       4.996410659729e-01      -1.123598866021e-02      -3.124451789325e+02      -4.389391326996e+02      -1.121722492858e-02      -4.190691967283e+02      -4.071186651999e+02       8.682249383520e-03       8.682249383520e-03      -5.281666101170e-01      -2.104953403175e-02      -5.281665795773e-01      -2.307488392354e-02 
       5.174959760438e-01      -1.064962872398e-02      -3.182126408017e+02      -4.461438100211e+02      -1.063184033139e-02      -4.260481052370e+02      -4.138985435464e+02       8.228248591939e-03       8.228248591939e-03      -5.369341616818e-01      -2.120303266225e-02      -5.369341327209e-01      -2.342830941081e-02 
       5.361801096978e-01      -1.007978544028e-02      -3.233282479790e+02      -4.533162305409e+02      -1.006294935972e-02      -4.328974299410e+02      -4.205525326983e+02       7.788006112122e-03       7.788006112122e-03      -5.455673967691e-01      -2.156281275736e-02      -5.455673693595e-01      -2.380785882334e-02 
       5.557621295778e-01      -9.528638396456e-03      -3.280640299046e+02      -4.604905407586e+02      -9.512724782066e-03      -4.396886839761e+02      -4.271501071981e+02       7.362579892082e-03       7.362579892082e-03      -5.541409097351e-01      -2.200880069365e-02      -5.541408838314e-01      -2.419819059812e-02 
       5.763191033786e-01      -9.004438653633e-03      -3.335102537971e+02      -4.679006827429e+02      -8.989399507504e-03      -4.467903224781e+02      -4.340492160618e+02       6.957293390155e-03       6.957293390155e-03      -5.630816023461e-01      -2.229998749032e-02      -5.630815778636e-01      -2.457895110943e-02 
       5.979372589125e-01      -8.500935625057e-03      -3.390533087397e+02      -4.754612755474e+02      -8.486736896551e-03      -4.540339893700e+02      -4.410863033164e+02       6.568098942926e-03       6.568098942926e-03      -5.722039772432e-01      -2.262086528626e-02      -5.722039541275e-01      -2.497104279270e-02 
       6.207125360801e-01      -8.014257074852e-03      -3.443123308213e+02      -4.830772996414e+02      -8.000871977654e-03      -4.612797640089e+02      -4.481254382059e+02       6.192213001292e-03       6.192213001292e-03      -5.813417618583e-01      -2.303193462117e-02      -5.813417400688e-01      -2.537734880343e-02 
       6.447507567176e-01      -7.548415415130e-03      -3.499556359087e+02      -4.909026798095e+02      -7.535808038787e-03      -4.687623726985e+02      -4.553946539265e+02       5.832187881072e-03       5.832187881072e-03      -5.907675073045e-01      -2.337821350525e-02      -5.907674867803e-01      -2.578470644770e-02 
       6.701671728186e-01      -7.100748886149e-03      -3.557043001220e+02      -4.989027639221e+02      -7.088889106847e-03      -4.764087926753e+02      -4.628230097606e+02       5.486254097980e-03       5.486254097980e-03      -6.004014955322e-01      -2.374710639175e-02      -6.004014762247e-01      -2.620332583753e-02 
       6.970851083714e-01      -6.670092816917e-03      -3.614683015040e+02      -5.070578130973e+02      -6.658952491887e-03      -4.841882447865e+02      -4.703806042591e+02       5.153532894444e-03       5.153532894444e-03      -6.102066370178e-01      -2.414651802007e-02      -6.102066188818e-01      -2.663300496481e-02 
       7.256334171331e-01      -6.257391220956e-03      -3.674889529004e+02      -5.154302664477e+02      -6.246940035152e-03      -4.921912660216e+02      -4.781553927016e+02       4.834613342391e-03       4.834613342391e-03      -6.202893895532e-01      -2.452737719709e-02      -6.202893725387e-01      -2.707033554369e-02 
       7.559425930456e-01      -5.861340370073e-03      -3.735731412150e+02      -5.239842021890e+02      -5.851550733734e-03      -5.003572426398e+02      -4.860884897330e+02       4.528610038081e-03       4.528610038081e-03      -6.305803585375e-01      -2.493710902637e-02      -6.305803426001e-01      -2.751987297541e-02 
       7.881396477234e-01      -5.482344750282e-03      -3.798296599144e+02      -5.327348373905e+02      -5.473188077755e-03      -5.087160908926e+02      -4.942089585594e+02       4.235761175295e-03       4.235761175295e-03      -6.411126956062e-01      -2.534525727224e-02      -6.411126806991e-01      -2.797826192368e-02 
       8.223423219667e-01      -5.120341290679e-03      -3.862068621742e+02      -5.416775669855e+02      -5.111789251738e-03      -5.172558162928e+02      -5.025051467050e+02       3.956055877084e-03       3.956055877084e-03      -6.518738051577e-01      -2.576813303399e-02      -6.518737912350e-01      -2.844749367915e-02 
       8.586537247236e-01      -4.775660827481e-03      -3.927317507499e+02      -5.508109781475e+02      -4.767684454872e-03      -5.259794696013e+02      -5.109800179571e+02       3.689733273738e-03       3.689733273738e-03      -6.628663857633e-01      -2.619661197004e-02      -6.628663727776e-01      -2.892629058782e-02 
       8.971588423407e-01      -4.448380840570e-03      -3.993636342997e+02      -5.601074912701e+02      -4.440951101886e-03      -5.348574115937e+02      -5.196047783130e+02       3.436858170980e-03       3.436858170980e-03      -6.740534768977e-01      -2.663527746033e-02      -6.740534648019e-01      -2.941395341579e-02 
       9.379242156745e-01      -4.138884654886e-03      -4.061205969200e+02      -5.695691454930e+02      -4.131971828565e-03      -5.438942017954e+02      -5.283838572881e+02       3.197725561600e-03       3.197725561600e-03      -6.854407598404e-01      -2.708017570322e-02      -6.854407485861e-01      -2.991009846509e-02 
       9.810012951013e-01      -3.847116923327e-03      -4.129670213285e+02      -5.791614668283e+02      -3.840691408808e-03      -5.530551866298e+02      -5.372835895284e+02       2.972292514737e-03       2.972292514737e-03      -6.969845738206e-01      -2.753210492215e-02      -6.969845633596e-01      -3.041320195553e-02 
       1.026432805893e+00      -3.572972530266e-03      -4.198900037706e+02      -5.888617373102e+02      -3.567004895537e-03      -5.623191897739e+02      -5.462834026033e+02       2.760476663102e-03       2.760476663102e-03      -7.086581278047e-01      -2.798915233989e-02      -7.086581180891e-01      -3.092196568032e-02 
