# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.04206e-05 to 742.666 h/Mpc,
# number of wavenumbers equal to 414
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_ur                  13:t_tot              
       4.344017500851e-04      -2.740368807713e-02      -2.070285971368e-02      -2.070412228661e-02      -2.737995821161e-02      -2.070670628690e-02      -2.089470560354e-02       6.116173006419e-01       5.964689519179e-01      -4.533185788309e-07      -4.010105976248e-10      -4.825317518770e-07      -1.758638064035e-08 
       4.548744738373e-04      -3.002497274197e-02      -2.269912016885e-02      -2.270063808018e-02      -2.999646707820e-02      -2.270345021489e-02      -2.290894322201e-02       6.115627279814e-01       5.964324835510e-01      -5.447232937260e-07      -4.820906955105e-10      -5.797858914477e-07      -2.113180158386e-08 
       4.763120473347e-04      -3.289460680574e-02      -2.488775112949e-02      -2.488957600284e-02      -3.286036703535e-02      -2.489263398375e-02      -2.511717875630e-02       6.115029170727e-01       5.963925057449e-01      -6.545253254548e-07      -5.795573428321e-10      -6.966015699720e-07      -2.539062737613e-08 
       4.987599425447e-04      -3.603563686326e-02      -2.728726666914e-02      -2.728946061571e-02      -3.599451303336e-02      -2.729278308226e-02      -2.753806187685e-02       6.114373675778e-01       5.963486828265e-01      -7.864168387150e-07      -6.967386515768e-10      -8.369007346426e-07      -3.050597746252e-08 
       5.222657744628e-04      -3.947314960623e-02      -2.991795800691e-02      -2.992059560987e-02      -3.942376257340e-02      -2.992420181415e-02      -3.019202808316e-02       6.113655328453e-01       5.963006450628e-01      -9.448280919621e-07      -8.375877617055e-10      -1.005387548431e-06      -3.664954785933e-08 
       5.468794021099e-04      -4.323443303296e-02      -3.280206282943e-02      -3.280523383817e-02      -4.317512873214e-02      -3.280914377755e-02      -3.310146827972e-02       6.112868138082e-01       5.962479888940e-01      -1.135073047982e-06      -1.006917659013e-09      -1.207703106230e-06      -4.402727170395e-08 
       5.726530342903e-04      -4.734914471897e-02      -3.596395115280e-02      -3.596776346356e-02      -4.727793991930e-02      -3.597199755077e-02      -3.629091427103e-02       6.112005562496e-01       5.961902725172e-01      -1.363524811153e-06      -1.210482268719e-09      -1.450610636126e-06      -5.288609019712e-08 
       5.996413403334e-04      -5.184948777221e-02      -3.943032842810e-02      -3.943491154539e-02      -5.176400591248e-02      -3.943949011644e-02      -3.978724137027e-02       6.111060435168e-01       5.961270098811e-01      -1.637825288038e-06      -1.455125185211e-09      -1.742216105251e-06      -6.352204105775e-08 
       6.279015660546e-04      -5.677039615694e-02      -4.323045693769e-02      -4.323596696049e-02      -5.666778843739e-02      -4.324091060476e-02      -4.361988984275e-02       6.110024921717e-01       5.960576729403e-01      -1.967133247008e-06      -1.749290015870e-09      -2.092232137643e-06      -7.628992366786e-08 
       6.574936551816e-04      -6.214972010574e-02      -4.739639997340e-02      -4.740302416384e-02      -6.202657492782e-02      -4.740835242561e-02      -4.782110692963e-02       6.108890475114e-01       5.959816796553e-01      -2.362425888883e-06      -2.102836943666e-09      -2.512292687746e-06      -9.161483250869e-08 
       6.884803765030e-04      -6.802842142490e-02      -5.196328617253e-02      -5.197124977915e-02      -6.788065329173e-02      -5.197698110099e-02      -5.242621082095e-02       6.107647737804e-01       5.958983951842e-01      -2.836852119399e-06      -2.527807035472e-09      -3.016327701080e-06      -1.100059088762e-07 
       7.209274570091e-04      -7.445076591870e-02      -5.696960030888e-02      -5.697917417386e-02      -7.427348448583e-02      -5.698532504545e-02      -5.747387905080e-02       6.106286495382e-01       5.958071242097e-01      -3.406158446822e-06      -3.038638836868e-09      -3.621009826709e-06      -1.320727365063e-07 
       7.549037213080e-04      -8.146451552718e-02      -6.245750034458e-02      -6.246901017513e-02      -8.125186935595e-02      -6.247559422001e-02      -6.300646305317e-02       6.104795598009e-01       5.957071065120e-01      -4.089194356592e-06      -3.652708883620e-09      -4.346285727228e-06      -1.585448586099e-07 
       7.904812376115e-04      -8.912111282111e-02      -6.847316441514e-02      -6.848700129119e-02      -8.886610512227e-02      -6.849402770398e-02      -6.907033119724e-02       6.103162863133e-01       5.955975088573e-01      -4.908515299714e-06      -4.390690543445e-09      -5.216007314653e-06      -1.902949797659e-07 
       8.277354706016e-04      -9.747585852096e-02      -7.506716771680e-02      -7.508380223376e-02      -9.717012554023e-02      -7.509127484100e-02      -7.571624252830e-02       6.101375016699e-01       5.954774220603e-01      -5.891096415280e-06      -5.277756680755e-09      -6.258681030901e-06      -2.283665788106e-07 
       8.667454415012e-04      -1.065880656362e-01      -8.229489715554e-02      -8.231489448744e-02      -1.062216171885e-01      -8.232280935358e-02      -8.299975429766e-02       6.099417577131e-01       5.953458507371e-01      -7.069184830009e-06      -6.343800959136e-09      -7.508356780365e-06      -2.740066094910e-07 
       9.075938956889e-04      -1.165211952902e-01      -9.021699958423e-02      -9.024103980785e-02      -1.160821038087e-01      -9.024938348146e-02      -9.098166499564e-02       6.097274755455e-01       5.952017075205e-01      -8.481304500764e-06      -7.625166943066e-09      -9.005678718830e-06      -3.287043179757e-07 
       9.503674782126e-04      -1.273429492538e-01      -9.889987530417e-02      -9.892877540477e-02      -1.268169863596e-01      -9.893752154221e-02      -9.972849718045e-02       6.094929364251e-01       5.950438039820e-01      -1.017345370835e-05      -9.165089482940e-09      -1.079912924743e-05      -3.942371303806e-07 
       9.951569175756e-04      -1.391253230461e-01      -1.084162113362e-01      -1.084509536416e-01      -1.384955275106e-01      -1.084600598197e-01      -1.093130215165e-01       6.092362689448e-01       5.948708419179e-01      -1.220051389252e-05      -1.101580259678e-08      -1.294649408160e-05      -4.727249020687e-07 
       1.042057218184e-03      -1.519445914270e-01      -1.188455661740e-01      -1.188873308395e-01      -1.511907628469e-01      -1.188967339183e-01      -1.198148268853e-01       6.089554383229e-01       5.946814040676e-01      -1.462791833442e-05      -1.323969750009e-08      -1.551658941217e-05      -5.666938447480e-07 
       1.091167861863e-03      -1.658812211275e-01      -1.302750017583e-01      -1.303252081428e-01      -1.649793221153e-01      -1.303348194268e-01      -1.313209380577e-01       6.086482317215e-01       5.944739428271e-01      -1.753361221492e-05      -1.591226681251e-08      -1.859128745622e-05      -6.791518056934e-07 
       1.142593018872e-03      -1.810196752783e-01      -1.427997772593e-01      -1.428601303027e-01      -1.799411354705e-01      -1.428698285623e-01      -1.439264870599e-01       6.083122479099e-01       5.942467705024e-01      -2.101036492350e-05      -1.912345499866e-08      -2.226789400665e-05      -8.136765688250e-07 
       1.196441768865e-03      -1.974481064012e-01      -1.565240946853e-01      -1.565966451156e-01      -1.961590018477e-01      -1.566062692682e-01      -1.577354386301e-01       6.079448812537e-01       5.939980466151e-01      -2.516846967242e-05      -2.298223155193e-08      -2.666192109012e-05      -9.745193496854e-07 
       1.252828332259e-03      -2.152578797057e-01      -1.715619176799e-01      -1.716491297962e-01      -2.137179858022e-01      -1.716584688535e-01      -1.728613767938e-01       6.075433085528e-01       5.937257651997e-01      -3.013891447720e-05      -2.761870382251e-08      -3.191031926733e-05      -1.166725490173e-06 
       1.311872312515e-03      -2.345429168468e-01      -1.880378556159e-01      -1.881426884832e-01      -2.327046097056e-01      -1.881514696337e-01      -1.894283542401e-01       6.071044740300e-01       5.934277409718e-01      -3.607707121891e-05      -3.318827927931e-08      -3.817522550716e-05      -1.396274935459e-06 
       1.373698949832e-03      -2.553982547413e-01      -2.060876705493e-01      -2.062137580039e-01      -2.532062137458e-01      -2.062216274412e-01      -2.075714339652e-01       6.066237456858e-01       5.931004714959e-01      -4.316686133000e-05      -3.988823105300e-08      -4.564695661095e-05      -1.670223582636e-06 
       1.438439386797e-03      -2.779201377507e-01      -2.258602963967e-01      -2.260119729892e-01      -2.753087304132e-01      -2.260184835686e-01      -2.274385003130e-01       6.060982055511e-01       5.927418683617e-01      -5.162595543670e-05      -4.794144821266e-08      -5.455192850695e-05      -1.996938521925e-06 
       1.506230946556e-03      -3.022039984256e-01      -2.475185385164e-01      -2.477009665514e-01      -2.990953377099e-01      -2.477055593964e-01      -2.491909716389e-01       6.055247432739e-01       5.923497372686e-01      -6.171137585213e-05      -5.761402592690e-08      -6.515708768991e-05      -2.386293664770e-06 
       1.577217424096e-03      -3.283421538664e-01      -2.712399401524e-01      -2.714593222242e-01      -3.246447029754e-01      -2.714612986180e-01      -2.730046527365e-01       6.048992048380e-01       5.919210144514e-01      -7.372595117910e-05      -6.923038989235e-08      -7.777534310416e-05      -2.849899369001e-06 
       1.651549391254e-03      -3.564217824771e-01      -2.972183103882e-01      -2.974820986036e-01      -3.520282276369e-01      -2.974805893164e-01      -2.990711502681e-01       6.042171330872e-01       5.914523756521e-01      -8.802581025706e-05      -8.317976746340e-08      -9.277353356225e-05      -3.401392924767e-06 
       1.729384516098e-03      -3.865221037013e-01      -3.256651233744e-01      -3.259822762912e-01      -3.813069647048e-01      -3.259762044163e-01      -3.275991876759e-01       6.034737616063e-01       5.909402239181e-01      -1.050287824119e-04      -9.993092893562e-08      -1.105805823162e-04      -4.056753341302e-06 
       1.810887897364e-03      -4.187109264283e-01      -3.568110310005e-01      -3.571923090388e-01      -4.125279515720e-01      -3.571803448803e-01      -3.588160052760e-01       6.026639948002e-01       5.903806614353e-01      -1.252238295520e-04      -1.200432265992e-07      -1.316964891826e-04      -4.834651429292e-06 
       1.896232414650e-03      -4.530405541951e-01      -3.909074738906e-01      -3.913658012186e-01      -4.457198685768e-01      -3.913463081916e-01      -3.929688601042e-01       6.017824083155e-01       5.897694789422e-01      -1.491814815785e-04      -1.441870497149e-07      -1.567021702419e-04      -5.756836676225e-06 
       1.985599095119e-03      -4.895429292259e-01      -4.282283980210e-01      -4.287793031877e-01      -4.808879824385e-01      -4.287502723318e-01      -4.303266172572e-01       6.008232406787e-01       5.891021328035e-01      -1.775652670779e-04      -1.731679812937e-07      -1.862700039399e-04      -6.848557693394e-06 
       2.079177497483e-03      -5.282239024811e-01      -4.690721163954e-01      -4.697342412902e-01      -5.180083037828e-01      -4.696932128657e-01      -4.711814497367e-01       5.997804007507e-01       5.883737337498e-01      -2.111440642645e-04      -2.079460235840e-07      -2.211749461569e-04      -8.139011136872e-06 
       2.177166114080e-03      -5.690567077866e-01      -5.137632110436e-01      -5.145589768083e-01      -5.570209471929e-01      -5.145029437231e-01      -5.158506273367e-01       5.986474665457e-01       5.875790229612e-01      -2.508050850246e-04      -2.496869115107e-07      -2.623058774919e-04      -9.661813113208e-06 
       2.279772791902e-03      -6.119742370228e-01      -5.626546891011e-01      -5.636109941874e-01      -5.978226815236e-01      -5.635362897169e-01      -5.646784205301e-01       5.974176934445e-01       5.867123519640e-01      -2.975673920081e-04      -2.997636736144e-07      -3.106767789649e-04      -1.145547224722e-05 
       2.387215173470e-03      -6.568606403691e-01      -6.161301171241e-01      -6.172792675757e-01      -6.402586641738e-01      -6.171814265428e-01      -6.180381261814e-01       5.960840595978e-01       5.857676936186e-01      -3.525951625931e-04      -3.598320909248e-07      -3.674372088135e-04      -1.356385747241e-05 
       2.499721158481e-03      -7.035417394367e-01      -6.746059093674e-01      -6.759867032415e-01      -6.841135816161e-01      -6.758602962175e-01      -6.763341519824e-01       5.946392531472e-01       5.847385893301e-01      -4.172102666835e-04      -4.318750015231e-07      -4.338809831055e-04      -1.603661812357e-05 
       2.617529387212e-03      -7.517746692341e-01      -7.385337661318e-01      -7.401928037998e-01      -7.291021882338e-01      -7.400312365947e-01      -7.400042854442e-01       5.930757520057e-01       5.836181802190e-01      -4.929031052626e-04      -5.182684930820e-07      -5.114523493074e-04      -1.892952995498e-05 
       2.740889746712e-03      -8.012366267836e-01      -8.084032530879e-01      -8.103964277830e-01      -7.748596900941e-01      -8.101917071424e-01      -8.095220456515e-01       5.913858667146e-01       5.823991949725e-01      -5.813404779567e-04      -6.218257258709e-07      -6.017478721082e-04      -2.230470555621e-05 
       2.870063900842e-03      -8.515134627060e-01      -8.847442844993e-01      -8.871386872145e-01      -8.209323370393e-01      -8.868811308425e-01      -8.853991331911e-01       5.895617911440e-01       5.810739364458e-01      -6.843686266056e-04      -7.459298408986e-07      -7.065123307639e-04      -2.623061858277e-05 
       3.005325845302e-03      -9.020880839230e-01      -9.681298437444e-01      -9.710060239627e-01      -8.667687506105e-01      -9.706839124028e-01      -9.681880681428e-01       5.875957065099e-01       5.796343135828e-01      -8.040095779555e-04      -8.946322395041e-07      -8.276265821939e-04      -3.078184984066e-05 
       3.146962488811e-03      -9.523293135291e-01      -1.059178782172e+00      -1.062633361114e+00      -9.117128952889e-01      -1.062232529425e+00      -1.058484928383e+00       5.854798660915e-01       5.780718465893e-01      -9.424480047077e-04      -1.072743819164e-06      -9.670845329429e-04      -3.603845354164e-05 
       3.295274261680e-03      -1.001482509070e+00      -1.158558551675e+00      -1.162707457911e+00      -9.549995727201e-01      -1.162210795904e+00      -1.156932303592e+00       5.832067386519e-01       5.763777226366e-01      -1.102005386309e-03      -1.286020665784e-06      -1.126956540859e-03      -4.208484623552e-05 
       3.450575753062e-03      -1.048662422861e+00      -1.266988032811e+00      -1.271970279133e+00      -9.957539311377e-01      -1.271357142377e+00      -1.264222360325e+00       5.807691212534e-01       5.745428161010e-01      -1.285097808532e-03      -1.541306302685e-06      -1.309335660854e-03      -4.900806097183e-05 
       3.613196378243e-03      -1.092850316243e+00      -1.385240191815e+00      -1.391222505998e+00      -1.032996413670e+00      -1.390467997933e+00      -1.381100132033e+00       5.781602922887e-01       5.725577452207e-01      -1.494173164038e-03      -1.846778599772e-06      -1.516263740153e-03      -5.689524878051e-05 
       3.783481077373e-03      -1.132896664443e+00      -1.514145014874e+00      -1.521327224909e+00      -1.065654968789e+00      -1.520401354520e+00      -1.508367175947e+00       5.753742274147e-01       5.704129923938e-01      -1.731623492138e-03      -2.212137797148e-06      -1.749634517988e-03      -6.583026428247e-05 
       3.961791047127e-03      -1.167532167006e+00      -1.654591958979e+00      -1.663213619581e+00      -1.092586815240e+00      -1.662080272189e+00      -1.646885410327e+00       5.724057769351e-01       5.680989907555e-01      -1.999668007818e-03      -2.648970624617e-06      -2.011071244833e-03      -7.588923390464e-05 
       4.148504506860e-03      -1.195388628358e+00      -1.807532375322e+00      -1.817880493775e+00      -1.112612033980e+00      -1.816496222214e+00      -1.797581112958e+00       5.692507956396e-01       5.656061765857e-01      -2.300202832956e-03      -3.171017217195e-06      -2.301778179620e-03      -8.713496709938e-05 
       4.344017500851e-03      -1.215033866761e+00      -1.973982122947e+00      -1.986400387791e+00      -1.124560645226e+00      -1.984712968780e+00      -1.961449828374e+00       5.659064640713e-01       5.629252529113e-01      -2.634616346121e-03      -3.794568006070e-06      -2.622369580081e-03      -9.961027685668e-05 
       4.548744738373e-03      -1.225022698492e+00      -2.155022845438e+00      -2.169923084398e+00      -1.127335977931e+00      -2.167869738149e+00      -2.139561031636e+00       5.623713692499e-01       5.600472449902e-01      -3.003569650602e-03      -4.539125956634e-06      -2.972680436266e-03      -1.133302847031e-04 
       4.763120473347e-03      -1.223966046910e+00      -2.351805065952e+00      -2.369679649900e+00      -1.119994587531e+00      -2.367185077265e+00      -2.333064005688e+00       5.586457821625e-01       5.569637982112e-01      -3.406747581029e-03      -5.427447829310e-06      -3.351573354977e-03      -1.282739190956e-04 
       4.987599425447e-03      -1.210623788458e+00      -2.565547717152e+00      -2.586986407247e+00      -1.101843219604e+00      -2.583960182114e+00      -2.543193717088e+00       5.547317634831e-01       5.536673630212e-01      -3.842593695383e-03      -6.487016675880e-06      -3.756759684589e-03      -1.443754955194e-04 
       5.222657744628e-03      -1.184016998911e+00      -2.797540614131e+00      -2.823248443998e+00      -1.072550734544e+00      -2.819582191651e+00      -2.771277260326e+00       5.506332195731e-01       5.501514077576e-01      -4.308046046952e-03      -7.749974780056e-06      -4.184665171986e-03      -1.615167693318e-04 
       5.468794021099e-03      -1.143564004758e+00      -3.049143496541e+00      -3.079963577810e+00      -1.032269562157e+00      -3.075527411213e+00      -3.018740664317e+00       5.463559021277e-01       5.464106676874e-01      -4.798309274207e-03      -9.254528182290e-06      -4.630380046456e-03      -1.795213211343e-04 
       5.726530342903e-03      -1.089235341530e+00      -3.321786685460e+00      -3.358726046083e+00      -9.817583893576e-01      -3.353364511741e+00      -3.287116051000e+00       5.419073276636e-01       5.424414233442e-01      -5.306714036786e-03      -1.104571990323e-05      -5.087746217944e-03      -1.981529021256e-04 
       5.996413403334e-03      -1.021716936281e+00      -3.616972550113e+00      -3.661233669368e+00      -9.224913216274e-01      -3.654760804562e+00      -3.578051741521e+00       5.372970079897e-01       5.382422131051e-01      -5.824720287766e-03      -1.317675537516e-05      -5.549641556406e-03      -2.171200960548e-04 
       6.279015660546e-03      -9.425694554164e-01      -3.936266833821e+00      -3.989285346117e+00      -8.567387671257e-01      -3.981478777283e+00      -3.893312501793e+00       5.325350214615e-01       5.338130080583e-01      -6.342139258532e-03      -1.571072999466e-05      -6.008520541191e-03      -2.360898493238e-04 
       6.574936551816e-03      -8.543670908799e-01      -4.281303291858e+00      -4.344790758718e+00      -7.875888305435e-01      -4.335384976495e+00      -4.234790778352e+00       5.276324228327e-01       5.291563484629e-01      -6.847685831708e-03      -1.872153632651e-05      -6.457281930224e-03      -2.547132513821e-04 
       6.884803765030e-03      -7.607838880334e-01      -4.653776329552e+00      -4.729772987670e+00      -7.188873867308e-01      -4.718451083725e+00      -4.604508464039e+00       5.226001962410e-01       5.242771191244e-01      -7.329938904099e-03      -2.229659746145e-05      -6.890484457860e-03      -2.726660066448e-04 
       7.209274570091e-03      -6.665933628233e-01      -5.055435536837e+00      -5.146371075562e+00      -6.550635149840e-01      -5.132755203834e+00      -5.004616116777e+00       5.174482171383e-01       5.191823862811e-01      -7.778795482109e-03      -2.653873603415e-05      -7.305903813008e-03      -2.897049857981e-04 
       7.549037213080e-03      -5.775422836599e-01      -5.488078809738e+00      -5.596845858080e+00      -6.008148891892e-01      -5.580485715189e+00      -5.437390890210e+00       5.121844232714e-01       5.138814249347e-01      -8.187466242565e-03      -3.156943978778e-05      -7.706335877181e-03      -3.057407886467e-04 
       7.904812376115e-03      -5.000547715685e-01      -5.953547344217e+00      -6.083584581991e+00      -5.606390966181e-01      -6.063944347846e+00      -5.905229110125e+00       5.068138054277e-01       5.083854439109e-01      -8.554962681354e-03      -3.753085204181e-05      -8.101437817971e-03      -3.209215918240e-04 
       8.277354706016e-03      -4.407317351978e-01      -6.453706148734e+00      -6.609097177825e+00      -5.382180563014e-01      -6.585539994652e+00      -6.410624658810e+00       5.013367347255e-01       5.027063976946e-01      -8.888899587543e-03      -4.458976175750e-05      -8.509246861254e-03      -3.357193154239e-04 
       8.667454415012e-03      -4.056279980199e-01      -6.990436247665e+00      -7.176027231120e+00      -5.357017017677e-01      -7.147796747571e+00      -6.956156275333e+00       4.957488261372e-01       4.968569344437e-01      -9.208284615860e-03      -5.294244887794e-05      -8.956878137606e-03      -3.510029819213e-04 
       9.075938956889e-03      -3.993234509890e-01      -7.565608305464e+00      -7.787144946675e+00      -5.529793411868e-01      -7.753343814830e+00      -7.544453677496e+00       4.900397382064e-01       4.908487121920e-01      -9.545653655163e-03      -6.281921291628e-05      -9.479748976408e-03      -3.680748243986e-04 
       9.503674782126e-03      -4.238596599696e-01      -8.181062650917e+00      -8.445348819908e+00      -5.870887343768e-01      -8.404913787708e+00      -8.178171141958e+00       4.841933957783e-01       4.846914374509e-01      -9.947754260098e-03      -7.448976279710e-05      -1.011868329339e-02      -3.886417101761e-04 
       9.951569175756e-03      -4.776829307028e-01      -8.838577850234e+00      -9.153655319601e+00      -6.319572540449e-01      -9.105328979248e+00      -8.859953501019e+00       4.781883034524e-01       4.783912127145e-01      -1.047371394096e-02      -8.826754352482e-05      -1.091439218887e-02      -4.146902885491e-04 
       1.042057218184e-02      -5.548170481665e-01      -9.539827246040e+00      -9.915192917294e+00      -6.787012532444e-01      -9.857489608042e+00      -9.592414220275e+00       4.719990816501e-01       4.719493572079e-01      -1.118965465323e-02      -1.045197737197e-04      -1.189933976453e-02      -4.482440394674e-04 
       1.091167861863e-02      -6.445675975966e-01      -1.028634312839e+01      -1.073318666843e+01      -7.166740263891e-01      -1.066435510782e+01      -1.037812453773e+01       4.655986690150e-01       4.653613321932e-01      -1.215897700927e-02      -1.236705364516e-04      -1.308782819649e-02      -4.909959585255e-04 
       1.142593018872e-02      -7.320921055836e-01      -1.107944036527e+01      -1.161093526713e+01      -7.353412407668e-01      -1.152891282692e+01      -1.121961440141e+01       4.589609108202e-01       4.586158902164e-01      -1.342835489069e-02      -1.462120758060e-04      -1.446637519880e-02      -5.438519285290e-04 
       1.196441768865e-02      -8.001339937358e-01      -1.192016809945e+01      -1.255178722791e+01      -7.268382470114e-01      -1.245415038364e+01      -1.211940442171e+01       4.520639723727e-01       4.516954913497e-01      -1.501095576920e-02      -1.727172493645e-04      -1.598780808487e-02      -6.064698730588e-04 
       1.252828332259e-02      -8.320270921397e-01      -1.280923621543e+01      -1.355911067523e+01      -6.887336530434e-01      -1.344301852426e+01      -1.308005243495e+01       4.448933306351e-01       4.445775168891e-01      -1.687039988037e-02      -2.038371760148e-04      -1.757341287927e-02      -6.769366011633e-04 
       1.311872312515e-02      -8.157577422446e-01      -1.374692143152e+01      -1.463625617645e+01      -6.261695024407e-01      -1.449838512792e+01      -1.410420175299e+01       4.374437662570e-01       4.372364786229e-01      -1.891120812156e-02      -2.403198715788e-04      -1.912715271365e-02      -7.517765481232e-04 
       1.373698949832e-02      -7.483592756993e-01      -1.473299744162e+01      -1.578652046609e+01      -5.522920720285e-01      -1.562299359362e+01      -1.519461955001e+01       4.297200603873e-01       4.296475202097e-01      -2.098326291627e-02      -2.830142999064e-04      -2.056345325071e-02      -8.264764740927e-04 
       1.438439386796e-02      -6.393231642604e-01      -1.576662504009e+01      -1.701310130873e+01      -4.859581097120e-01      -1.681940753799e+01      -1.635417381705e+01       4.217352297056e-01       4.217901356905e-01      -2.290713334464e-02      -3.328812780715e-04      -2.184434839699e-02      -8.966165152808e-04 
       1.506230946554e-02      -5.113514512251e-01      -1.684628936157e+01      -1.831906215448e+01      -4.463558003656e-01      -1.808997110295e+01      -1.758574523075e+01       4.135071308625e-01       4.136521927970e-01      -2.452319168507e-02      -3.909973830879e-04      -2.301424039395e-02      -9.594905632339e-04 
       1.577217424087e-02      -3.967817034542e-01      -1.796970141092e+01      -1.970728771763e+01      -4.454625643376e-01      -1.943675604755e+01      -1.889202858407e+01       4.050531827397e-01       4.052323769243e-01      -2.575787132175e-02      -4.585636774658e-04      -2.421291046886e-02      -1.015774878697e-03 
       1.651549391207e-02      -3.289928635356e-01      -1.913373798068e+01      -2.118043972706e+01      -4.809762784173e-01      -2.086151495610e+01      -2.027526157251e+01       3.963851897350e-01       3.965406268576e-01      -2.668712582131e-02      -5.369019812186e-04      -2.564648348933e-02      -1.070491416115e-03 
       1.729384515866e-02      -3.300619631513e-01      -2.033430446096e+01      -2.274088978609e+01      -5.336739882991e-01      -2.236560315600e+01      -2.173691134945e+01       3.875054240253e-01       3.875952315893e-01      -2.756393376036e-02      -6.274702404278e-04      -2.750767124710e-02      -1.132405332920e-03 
       1.810887896319e-02      -3.986665901575e-01      -2.156637148343e+01      -2.439068475061e+01      -5.728596694074e-01      -2.394995516460e+01      -2.327751160740e+01       3.784074059817e-01       3.784185139251e-01      -2.877298526546e-02      -7.318361034528e-04      -2.986480292807e-02      -1.211329392273e-03 
       1.896232410302e-02      -5.045160609109e-01      -2.282386319334e+01      -2.613146558684e+01      -5.704637976825e-01      -2.561499879705e+01      -2.489664790508e+01       3.690797627302e-01       3.690301510257e-01      -3.069326286698e-02      -8.516798444400e-04      -3.257570988330e-02      -1.313772371537e-03 
       1.985599078335e-02      -5.956010716122e-01      -2.409964047427e+01      -2.796438543001e+01      -5.185958518325e-01      -2.736058335817e+01      -2.659321122555e+01       3.595136518952e-01       3.594420821179e-01      -3.349621870315e-02      -9.887513900942e-04      -3.530456910077e-02      -1.438718592294e-03 
       2.079177437209e-02      -6.201612581675e-01      -2.538585996351e+01      -2.989009479204e+01      -4.396402682538e-01      -2.918602330294e+01      -2.836592468364e+01       3.497116886014e-01       3.496585134338e-01      -3.697282423154e-02      -1.144748811995e-03      -3.769023218608e-02      -1.576330967801e-03 
       2.177165912134e-02      -5.562425494152e-01      -2.667344277711e+01      -3.190859279311e+01      -3.775898640554e-01      -3.108989001862e+01      -3.021353653941e+01       3.396895622164e-01       3.396774783157e-01      -4.052773338591e-02      -1.321459619065e-03      -3.961342699382e-02      -1.711885766694e-03 
       2.279772158808e-02      -4.323188179424e-01      -2.795307576017e+01      -3.401933295879e+01      -3.691585870793e-01      -3.307025748380e+01      -3.213507447834e+01       3.294768010643e-01       3.295017542659e-01      -4.344435446487e-02      -1.520437678305e-03      -4.137985429399e-02      -1.834353425980e-03 
       2.387213311158e-02      -3.193129345397e-01      -2.921523503587e+01      -3.622116786787e+01      -4.113785965567e-01      -3.512465967366e+01      -3.412930014041e+01       3.191077769875e-01       3.191456304543e-01      -4.536246946372e-02      -1.742999756402e-03      -4.358897101932e-02      -1.944977533363e-03 
       2.499716004003e-02      -2.878995596953e-01      -3.045070095534e+01      -3.851241676834e+01      -4.555651193975e-01      -3.725022847285e+01      -3.619406003396e+01       3.086138542927e-01       3.086387907151e-01      -4.667212797086e-02      -1.990106065980e-03      -4.664697522251e-02      -2.058623424883e-03 
       2.617515927750e-02      -3.528416877908e-01      -3.165161390757e+01      -4.089101055306e+01      -4.455414059212e-01      -3.944398153015e+01      -3.832607029300e+01       2.980215146486e-01       2.980236728284e-01      -4.840551437314e-02      -2.262093818775e-03      -5.027262024573e-02      -2.193920230901e-03 
       2.740856503131e-02      -4.510629226351e-01      -3.281233813975e+01      -4.335458396461e+01      -3.760666169870e-01      -4.170303575026e+01      -4.052142192306e+01       2.873570217190e-01       2.873466436733e-01      -5.145787773820e-02      -2.558466343287e-03      -5.359370799248e-02      -2.357498922358e-03 
       2.869986042181e-02      -4.897227390589e-01      -3.392995635369e+01      -4.590057018807e+01      -3.089013873246e-01      -4.402476517619e+01      -4.277671743168e+01       2.766545735164e-01       2.766502310985e-01      -5.562895939810e-02      -2.877877128161e-03      -5.603082934192e-02      -2.536119234707e-03 
       3.005152523392e-02      -4.397859634010e-01      -3.500706702067e+01      -4.852665308973e+01      -3.083935298289e-01      -4.640762083595e+01      -4.509069646306e+01       2.659646565698e-01       2.659764803038e-01      -5.952478956248e-02      -3.217360828018e-03      -5.814818574721e-02      -2.707106997452e-03 
       3.146594943958e-02      -3.814530353077e-01      -3.605258848791e+01      -5.123085609959e+01      -3.555005766254e-01      -4.885133262450e+01      -4.746421605902e+01       2.553489649995e-01       2.553717891826e-01      -6.190498303659e-02      -3.572272985600e-03      -6.117612679907e-02      -2.860772025855e-03 
       3.294530279509e-02      -4.227610764502e-01      -3.708282558991e+01      -5.401179994343e+01      -3.617402667924e-01      -5.135729450851e+01      -4.989943432307e+01       2.448717458512e-01       2.448928745239e-01      -6.338988803730e-02      -3.936177212194e-03      -6.530647740746e-02      -3.012442378576e-03 
